"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"8986",28,1421,"November","Tuesday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"ASSAULT",2,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","Y","N","N","N","Y","Y","Y","N","N","N","N","N","HIGHLY UNCOOPERATIVE AND AGGRESSIVE",20,"MALE","BLACK",5.1,145,"THN","BRO","BLK",67,"N"
"8987",29,3,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",10,"Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",35,"MALE","BLACK",5.9,130,"THN","BRO","BLK",19,"Y"
"8988",29,128,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",11,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",19,"MALE","BLACK",5.11,240,"HEA","BRO","BLK",10,"Y"
"8989",29,128,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",11,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",18,"MALE","BLACK",5.11,180,"MED","BRO","BRO",10,"Y"
"8990",29,128,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",11,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",18,"MALE","BLACK",6.3,170,"THN","BRO","BRO",10,"Y"
"8991",29,128,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",11,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",17,"MALE","WHITE",5.8,115,"THN","BLU","GRN",10,"Y"
"8992",29,760,"November","Wednesday","Based_on_Radio_Run","DTS","SGT","PSB",1,"CPW",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","NERVOUS",20,"MALE","ASIAN_PAC.ISL",5.6,170,"THN","BRO","BLK",33,"N"
"8993",29,760,"November","Wednesday","Based_on_Radio_Run","DTS","SGT","PSB",1,"CPW",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","NERVEROUS",22,"MALE","WHITE_HISPANIC",5.11,180,"MED","BRO","BLK",33,"N"
"8994",29,760,"November","Wednesday","Based_on_Radio_Run","DTS","SGT","PSB",1,"CPW",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS",25,"MALE","WHITE_HISPANIC",5.6,180,"MED","BRO","BLK",33,"N"
"8995",29,839,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",9,"Y","N","Y","N","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","FRUSTRATED",36,"MALE","BLACK",6.5,292,"HEA","BRO","BLK",32,"Y"
"8996",29,965,"November","Wednesday","Based_on_Radio_Run","POM","LT","PSB",60,"ASSAULT",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","IRRITATED",28,"MALE","BLACK",6.1,200,"MED","BRO","BLK",63,"N"
"8997",29,1185,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",30,"CPW",6,"Y","Y","Y","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",18,"MALE","WHITE",5.9,150,"MED","BRO","BLN",61,"Y"
"8998",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",18,"MALE","BLACK",5.1,160,"THN","BRO","BLK",83,"N"
"8999",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",18,"MALE","BLACK",5.1,160,"THN","BRO","BLK",83,"N"
"9000",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",18,"MALE","BLACK",5.9,150,"THN","BRO","BLK",83,"N"
"9001",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",19,"MALE","BLACK",5.5,130,"THN","BRO","BLK",83,"N"
"9002",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",16,"FEMALE","BLACK",5.6,125,"THN","BRO","BLK",83,"N"
"9003",29,1275,"November","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"BURGLARY",15,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",16,"FEMALE","BLACK",5.2,115,"THN","BRO","BLK",83,"N"
"9004",29,1280,"November","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",3,"ROBBERY",4,"Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","Y","N","N","N","SUPRISED",17,"MALE","BLACK",5.11,160,"MED","BRO","BLK",83,"Y"
"9005",30,9,"November","Thursday","Based_on_C_W_on_Scene","POM","LT","PSB",0,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",29,"MALE","BLACK",5.9,150,"THN","BRO","XXX",61,"N"
"9006",30,145,"November","Thursday","Based_on_Self_Initiated","POM","SGT","Housing",1,"OTHER",5,"Y","N","N","N","S","V","N","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","UPSET",31,"MALE","BLACK",6.1,190,"MED","BRO","BLK",32,"Y"
"9007",30,565,"November","Thursday","Based_on_Radio_Run","POM","SGT","Other",1,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",18,"MALE","WHITE_HISPANIC",5.7,140,"THN","BRO","BLK",34,"Y"
"9008",30,565,"November","Thursday","Based_on_Radio_Run","POM","SGT","Other",1,"CRIMINAL_TRESPASS",5,"Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",18,"MALE","WHITE_HISPANIC",5.6,130,"THN","BRO","BLK",34,"Y"
"9009",30,755,"November","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",60,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NORMAL",29,"MALE","BLACK",5.9,170,"MED","BRO","BLK",122,"N"
"9010",30,775,"November","Thursday","Based_on_Radio_Run","POF","SGT","PSB",14,"CPW",130,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","CPW",28,"MALE","BLACK",5.4,150,"THN","BRO","BLK",77,"Y"
"9011",30,830,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY",15,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","GRAND LARCENY",14,"MALE","BLACK",5.5,110,"THN","BLK","BLK",10,"N"
"9012",30,905,"November","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",38,"MALE","WHITE_HISPANIC",5.6,190,"MED","BRO","BLD",123,"N"
"9013",30,910,"November","Thursday","Based_on_Self_Initiated","DTS","SGT","PSB",1,"CPSP",8,"Y","N","N","I","S","V","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","FINE",47,"MALE","WHITE_HISPANIC",5.6,130,"THN","BRO","BRO",84,"Y"
"9014",30,959,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","CRYING",16,"FEMALE","WHITE_HISPANIC",5.3,125,"MED","BRO","BRO",72,"Y"
"9015",30,1090,"November","Thursday","Based_on_Radio_Run","POF","SGT","PSB",1,"ROBBERY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",30,"MALE","BLACK_HISPANIC",5.7,180,"MED","BRO","BLK",72,"N"
"9016",30,1348,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",3,"Y","Y","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","BURGLARY",18,"MALE","BLACK_HISPANIC",5.6,140,"THN","BRO","BLK",120,"Y"
"9017",30,1331,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",3,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","Y","N","Y","N","N","BURGLARY",15,"MALE","WHITE_HISPANIC",6.1,175,"MED","HAZ","BLK",120,"Y"
"9018",30,1331,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",3,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","Y","N","Y","N","N","BURGLARY",15,"MALE","WHITE_HISPANIC",6.1,150,"MED","BLK","BLK",120,"Y"
"9019",30,1331,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",3,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","BURGLARY",14,"MALE","WHITE_HISPANIC",5.4,150,"MED","BRO","BLK",120,"Y"
"9020",30,1355,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM",39,"MALE","WHITE_HISPANIC",5.7,210,"HEA","BRO","BLK",72,"N"
"9021",30,1355,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","NERVOUS",35,"MALE","WHITE_HISPANIC",6.1,200,"HEA","BRO","BLK",72,"N"
"9022",16,36,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"AUTO_STRIPPIG",14,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",37,"MALE","BLACK",6.2,200,"THN","BRO","BLK",114,"N"
"9023",1,115,"December","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"ROBBERY",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",25,"MALE","BLACK",5.8,160,"THN","BRO","BLK",46,"N"
"9024",1,115,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",30,"MALE","BLACK",5.11,200,"MED","BRO","BLK",46,"N"
"9025",1,1034,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",5,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",15,"MALE","BLACK",5.8,170,"THN","BRO","BLK",49,"N"
"9026",1,1277,"December","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"ROBBERY",1,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","ROBBERY",37,"MALE","BLACK",5.7,170,"MED","BRO","BLK",103,"Y"
"9027",1,1278,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",5,"OTHER",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","OTHER",45,"MALE","WHITE_HISPANIC",5.8,180,"MED","BLK","BLK",7,"N"
"9028",1,1410,"December","Friday","Based_on_Self_Initiated","POM","LT","PSB",1,"CPW",12,"Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y","N","N","UNKNOWN",17,"MALE","BLACK_HISPANIC",5.4,125,"THN","BRO","BLK",69,"Y"
"9029",1,1410,"December","Friday","Based_on_Self_Initiated","POM","LT","PSB",1,"CPW",12,"Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y","N","N","UNKNOWN",17,"MALE","BLACK_HISPANIC",5.9,180,"THN","BRO","BLN",69,"N"
"9030",1,1410,"December","Friday","Based_on_Self_Initiated","POM","LT","PSB",1,"CPW",12,"Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y","N","N","UNKNOWN",31,"MALE","BLACK_HISPANIC",5.7,210,"HEA","BRO","BLK",69,"Y"
"9031",1,1415,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",8,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","ASSAULT",22,"MALE","WHITE_HISPANIC",6.3,195,"MED","BRO","BRO",23,"N"
"9032",1,1400,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",17,"MALE","BLACK",5.8,160,"THN","BRO","BLK",73,"N"
"9033",1,1400,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",17,"MALE","BLACK",5.1,135,"THN","BRO","BLK",73,"N"
"9034",1,1400,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",18,"MALE","BLACK",6.3,180,"THN","BRO","BLK",73,"N"
"9035",1,1400,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",19,"MALE","BLACK",5.9,180,"MED","BRO","BLK",73,"N"
"9036",2,275,"December","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",10,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","CALM",29,"MALE","WHITE_HISPANIC",5.8,180,"THN","BRO","BLK",114,"Y"
"9037",2,555,"December","Saturday","Based_on_Self_Initiated","DT3","SGT","PSB",2,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",2,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","UPSET",36,"MALE","WHITE",5.11,185,"MED","BRO","BLK",76,"Y"
"9038",2,598,"December","Saturday","Based_on_C_W_on_Scene","POM","LT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",70,"MALE","BLACK_HISPANIC",5.1,180,"HEA","BRO","BLK",75,"N"
"9039",2,872,"December","Saturday","Based_on_Radio_Run","POM","SSA","PSB",1,"CPW",5,"Y","N","N","N","S","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS",14,"FEMALE","BLACK",5.5,150,"THN","BRO","BLK",81,"N"
"9040",2,1053,"December","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",7,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NORMAL/FINE",34,"MALE","BLACK",6.1,195,"HEA","BRO","BLK",48,"N"
"9041",2,1110,"December","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"CRIMINAL_MISCHIEF",15,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL MISCHIEF",17,"MALE","BLACK",5.8,150,"THN","BRO","BLK",67,"N"
"9042",2,1110,"December","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"CRIMINAL_MISCHIEF",15,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NERVOUS",16,"MALE","BLACK",6.1,165,"THN","BRO","BLN",67,"N"
"9043",2,1134,"December","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",15,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS TALKATIVE",22,"MALE","BLACK",5.9,140,"THN","BRO","BLK",114,"N"
"9044",2,1161,"December","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",1,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","PERSON FLED",19,"MALE","BLACK",5.8,150,"THN","BRO","BLK",79,"N"
"9045",3,7,"December","Sunday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",23,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","OK",21,"MALE","BLACK",5.8,160,"MED","BRO","BLK",42,"Y"
"9046",3,0,"December","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",1,"PETIT_LARCENY",5,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","VISIBLY UPSET AND AGITATED.",21,"MALE","WHITE_HISPANIC",5.6,175,"MED","BRO","BLK",40,"N"
"9047",3,191,"December","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",27,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","NERVOUS",30,"MALE","BLACK",5.9,185,"MED","BRO","BLK",122,"Y"
"9048",3,510,"December","Sunday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",19,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",25,"MALE","BLACK",5.8,150,"THN","BRO","BLK",28,"Y"
"9049",3,621,"December","Sunday","Based_on_Radio_Run","POM","SGT","Housing",1,"CPW",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","IRATE",39,"MALE","BLACK",5.7,180,"MED","BRO","BLK",73,"N"
"9050",3,978,"December","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",34,"MALE","BLACK_HISPANIC",6.3,250,"HEA","BRO","BLK",52,"N"
"9051",3,978,"December","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",23,"MALE","BLACK_HISPANIC",5.8,140,"THN","BRO","BLK",52,"N"
"9052",3,1071,"December","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",20,"ASSAULT",15,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","CALM",25,"MALE","BLACK",6.3,190,"THN","BRO","BRO",84,"N"
"9053",3,1350,"December","Sunday","Based_on_Radio_Run","POM","SGT","Housing",1,"RAPE",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","RAPE",55,"MALE","BLACK",6.2,200,"MED","BRO","BLD",26,"N"
"9054",3,1350,"December","Sunday","Based_on_Self_Initiated","POM","LT","PSB",2,"CRIMINAL_POSSESSION_OF_MARIHUANA",7,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","CRYING",20,"FEMALE","BLACK",5.5,180,"HEA","BRO","BLK",61,"N"
